Security Code,Issuer Name,Security Id,Security Name,Face Value,Industry,Instrument,CurrentPrice,ROCE,StockP/E,EPS,Earningsyield
509470,BOMBAY OXYGEN INVESTMENTS LIMITED,BOMOXY-B1,Bombay Oxygen Investments Ltd,100,Finance (including NBFCs),Equity,16437,2.12,148,174,0.91
509472,Cravatex Ltd.,CRAVATEX,CRAVATEX LTD.,10,Comm.Trading  & Distribution,Equity,400,-8.03,,-99.4,-5.34
509480,Berger Paints India Ltd,BERGEPAINT,BERGER PAINTS INDIA LTD.,1,Furniture-Furnishing-Paints,Equity,745,27.3,85.8,8.68,1.62
509486,"Caprihans India Ltd.,",CAPRIHANS,CAPRIHANS INDIA LTD.-$,10,Plastic Products,Equity,,,,,
509488,Graphite India Ltd.,GRAPHITE,GRAPHITE INDIA LTD.,2,Other Industrial Goods,Equity,533,0.96,28.6,18.7,5.12
509496,ITD Cementation India Ltd,ITDCEM,ITD CEMENTATION INDIA LTD.,1,Construction & Engineering,Equity,80,10,11.9,6.71,15.8
509525,"Empire Industries Ltd.,",EMPIND,EMPIRE INDUSTRIES LTD.,10,Diversified,Equity,,,,,
509546,Graviss Hospitality Ltd,GRAVISSHO,GRAVISS HOSPITALITY LTD.,2,Hotels,Equity,21.8,-8.88,,-1.9,-8.33
509557,GARWARE TECHNICAL FIBRES LIMITED,GARFIBRES,Garware Technical Fibres Ltd,10,Textiles,Equity,3244,24,39.5,81.8,3.43
509563,"Garware Marine Industries Ltd.,",GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,10,Textiles,Equity,,,,,
509567,"Goa Carbon Ltd.,",GOACARBON,GOA CARBON LTD.-$,10,Refineries/ Petro-Products,Equity,373,8.61,36.9,,
509597,"Hardcastle & Waud Mfg. Co. Ltd.,",HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,10,Specialty Chemicals,Equity,,,,,
509631,HEG Ltd.,HEG,HEG LTD.,10,Other Industrial Goods,Equity,1725,-1.89,38.8,44.4,3.48
509635,Hindustan Composites Ltd,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,5,Auto Parts & Equipment,Equity,328,2.24,27.9,11.8,4.03
509650,"Hindustan Housing Co. Ltd.,",ZHINDHSG,HINDUSTAN HOUSING CO.LTD.,25,Housing Finance ,Equity,,,,,
509675,HIL Limited,HIL,HIL LTD.,10,Cement & Cement Products,Equity,4837,25.3,15.1,321,8.99
509692,Indian Card Clothing Ltd,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,10,Textiles,Equity,279,-0.66,,-0.99,0.98
509709,"International Conveyors Ltd.,",INTLCONV,INTERNATIONAL CONVEYORS LTD.,1,Plastic Products,Equity,80.4,14.1,31.5,,
509715,"Jay Shree Tea & Industries Ltd.,",JAYSHREETEA,JAY SHREE TEA & INDUSTRIES LTD.,5,Tea & Coffee,Equity,109,7.85,,-7.64,1.37
509760,Modern Shares and Stockbrokers Ltd.,MODRNSH,MODERN SHARES & STOCKBROKERS LTD.,10,Other Financial Services,Equity,,,,,
509782,"Oseaspre Consultants Ltd.,",OSEASPR,OSEASPRE CONSULTANTS LTD.,10,Misc.Commercial Services,Equity,,,,,
509820,HUHTAMAKI INDIA LIMITED,HUHTAMAKI,Huhtamaki India Ltd,2,Containers & Packaging,Equity,215,18.1,19.2,11.6,8.68
509835,"Premier Synthetics Ltd.,",PREMSYN,PREMIER SYNTHETICS LTD.,10,Textiles,Equity,33,6.45,5.17,7.25,7.95
509845,"R.J. Shah & Co. Ltd.,",RJSHAH,R.J.SHAH & CO.LTD.,10,Realty,Equity,,,,,
509870,"Shah Construction Co. Ltd.,",SHAHCON,SHAH CONSTRUCTION CO.LTD.,100,Realty,Equity,,,,,
509874,Shalimar Paints Ltd.,SHALPAINTS,SHALIMAR PAINTS LTD.-$,2,Furniture-Furnishing-Paints,Equity,137,-0.74,,-13.2,-2.12
509887,"Sinnar Bidi Udyog Ltd.,",SINNAR,SINNAR BIDI UDYOG LTD.,5,Cigarettes-Tobacco Products,Equity,215,-2.41,,-13,-7.03
509895,Hindoostan Mills Ltd.,HINDMILL,HINDOOSTAN MILLS LTD.,10,Textiles,Equity,304,4.26,58.1,6.61,3.45
509910,"Southern Gas Ltd.,",ZSOUTGAS,SOUTHERN GAS LTD.,100,Commodity Chemicals,Equity,,,,,
509917,"Technojet Consultants Ltd.,",TECHCON,TECHNOJET CONSULTANTS LTD.,10,Electronic Components,Equity,,,,,
509930,"Supreme Industries Ltd.,",SUPREMEIND,SUPREME INDUSTRIES LTD.,2,Plastic Products,Equity,2262,41.3,24.7,91.4,5.08
509945,"Thacker & Co. Ltd.,",THACKER,THACKER & CO.LTD.,1,Other Financial Services,Equity,350,2.64,5.63,62.2,6.34
509953,"Trade Wings Ltd.,",TRADWIN,TRADE WINGS LTD.,10,Travel Support Services,Equity,48,8.29,,-23.1,-12.8
509966,"VST Industries Ltd.,",VSTIND,VST INDUSTRIES LTD.,10,Cigarettes-Tobacco Products,Equity,3220,34.4,80.9,40.2,1.71
510245,"Swasti Vinayaka Synthetics Ltd.,",SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.,1,Comm.Trading  & Distribution,Equity,,,,,
511000,Madhusudan Securities Ltd,MADHUSE,MADHUSUDAN SECURITIES LTD.,10,Finance (including NBFCs),Equity,,,,,
511012,Yamini Investments Company Limited,YAMNINV,YAMINI INVESTMENTS COMPANY LTD.,1,Investment Companies,Equity,,,,,
511016,"Premier Capital Services Ltd.,",PREMCAP,PREMIER CAPITAL SERVICES LTD.,1,Other Elect.Equip./ Prod.,Equity,,,,,
511018,MILGREY FINANCE & INVESTMENT LTD,ZMILGFIN,Milgrey Finance & Investments Ltd,10,Misc.Commercial Services,Equity,,,,,
511034,"Jindal Drilling & Industries Ltd.,",JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.,5,Exploration & Production,Equity,165,1.12,12.2,13.4,10.7
511048,"Kusam Electrical Industies Ltd.,",KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
511060,"Jumbo Finance Ltd.,",JUMBFNL,JUMBO FINANCE LTD.,10,Misc.Commercial Services,Equity,,,,,
511064,Aplaya Creations Limited,APLAYA,Aplaya Creations Ltd,1,Comm.Trading  & Distribution,Equity,,,,,
511066,"Sakthi Finance Ltd.,",SAKTHIFIN,SAKTHI FINANCE LTD.,10,Finance (including NBFCs),Equity,27.6,13.7,30.4,1.95,10.4
511074,EASY FINCORP LIMITED,EASYFIN,Easy Fincorp Ltd,10,Finance (including NBFCs),Equity,,,,,
511076,Sat Industries Ltd,SATINDLTD,SAT INDUSTRIES LTD.-$,2,Comm.Trading  & Distribution,Equity,53.2,9.01,27,1.96,5.34
511092,JMD Ventures Limited,JMDVL,JMD Ventures Ltd,10,Movies & Entertainment,Equity,3.96,-3.24,,-2.25,-4.29
511096,"Tivoli Construction Ltd.,",TVOLCON,TIVOLI CONSTRUCTION LTD.,10,Realty,Equity,,1.13,,,
511108,Shiva Texyarn Ltd.,SHIVTEX,SHIVA TEXYARN LTD.,10,Textiles,Equity,291,,22.4,8.34,9.31
511110,V.B.Desai Financial Services Ltd,VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.,10,Other Financial Services,Equity,,,,,
511116,Quadrant Televentures Limited,QUADRANT,Quadrant Televentures Limited-$,1,Telecom Services,Equity,0.44,,,-2.15,-16.8
511122,"First Custodian Fund (India) Ltd.,",1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,10,Finance (including NBFCs),Equity,,,,,
511131,Kamanwala Housing Construction Ltd,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.,10,Realty,Equity,18.3,-0.32,,-0.27,-1.58
511144,Asya Infosoft Limited,ASYAINFO,Asya Infosoft Limited,10,IT Consulting & Software,Equity,7.33,4.64,16.4,0.45,15.6
511147,Wall Street Finance Ltd.,WSFIN,WALL STREET FINANCE LTD.,10,Finance (including NBFCs),Equity,26.2,-12.5,,-3.94,-19.5
511149,"Remi Securities Ltd.,",REMITR,REMI SECURITIES LTD.,10,Misc.Commercial Services,Equity,15.4,2.42,10.6,1.45,10.1
511153,Anjani Foods Limited,ANJANIFOODS,Anjani Foods Ltd,10,Packaged Foods,Equity,161,-3.26,,,
511169,RKD AGRI & RETAIL LIMITED,RKDAGRRTL,RKD Agri & Retail Ltd,1,Finance (including NBFCs),Equity,,,,,
511176,Parshwanath Corporation Limited,PARSHWANA,PARSHWANATH CORPORATION LTD.,10,Realty,Equity,34.4,,,,
511185,"Suryakripa Finance Ltd.,",SURYAKR,SURYAKRIPA FINANCE LTD.,10,Transportation - Logistics,Equity,,,,,
511187,Millennium Online Solutions (India) Ltd,MILLENNIUM,Millennium Online Solutions ( India ) Ltd,1,Misc.Commercial Services,Equity,5.38,-7.36,,-0.05,-1.34
511194,"ICDS Ltd.,",ICDSLTD,ICDS LTD.,10,Finance (including NBFCs),Equity,61.2,4.94,380,0.16,0.52
511196,"Can Fin Homes Ltd.,",CANFINHOME,CAN FIN HOMES LTD.,2,Housing Finance ,Equity,,,,,
511200,Munoth Capital Market Ltd,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,5,Misc.Commercial Services,Equity,65.1,0.92,,,
511208,IL & FS Investment Managers Ltd.,IVC,IL&FS INVESTMENT MANAGERS LTD.,2,Asset Management Cos.,Equity,9.55,4.56,63.3,0.15,6.03
511218,Shriram Transport Finance Co. Ltd.,SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.,10,Finance (including NBFCs),Equity,1221,10.3,13.6,88,10
511243,Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,2,Finance (including NBFCs),Equity,649,9.7,33.4,19.4,5.9
511254,Sagar Systech Ltd.,SAGARSYST,SAGAR SYSTECH LTD.,10,Finance (including NBFCs),Equity,,,,,
511260,ID INFO BUSINESS SERVICES LTD.,IDINFO,ID Info Business Services Ltd,10,Other Financial Services,Equity,,,,,
511333,VLS Finance Limited,VLSFINANCE,VLS FINANCE LTD.,10,Other Financial Services,Equity,220,9.94,2.57,85.5,48.3
511355,India Cements Capital Limited,INDCEMCAP,INDIA CEMENTS CAPITAL LTD.,10,Finance (including NBFCs),Equity,11.2,-0.79,186,0.17,0.34
511359,AD-Manum Finance Ltd,ADMANUM,AD-MANUM FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
511367,Meglon Infra-Real (India) Ltd.,MEGLON,MEGLON INFRA-REAL (INDIA) LTD.,10,Finance (including NBFCs),Equity,,,,,
511377,Mehta Integrated Finance Ltd.,MEHIF,MEHTA INTEGRATED FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
511391,Inter Globe Finance Ltd.,INTRGLB,INTER GLOBE FINANCE LTD.,10,Finance (including NBFCs),Equity,23,1.99,7.81,3.69,14.1
511401,MUNOTH COMMUNICATION LIMITED,MCLTD,Munoth Communication Ltd,10,Other Financial Services,Equity,3.86,-2.6,,-0.41,-3.93
511411,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,SHRISTI,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,10,Construction & Engineering,Equity,63,0.53,,-24.8,0.49
511413,CREST VENTURES LIMITED,CREST,CREST VENTURES LIMITED,10,Finance (including NBFCs),Equity,149,2.63,42.2,3.54,-0.79
511431,Vakrangee Limited,VAKRANGEE,Vakrangee Limited-$,1,IT Software Products,Equity,41.5,3.12,50.2,,
511441,Gujarat Credit Corporation Ltd.,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,10,Other Financial Services,Equity,24.3,0.33,,-0.1,0.18
511447,Sylph Technologies Ltd,SYLPH,SYLPH TECHNOLOGIES LTD.,10,Internet Software & Services,Equity,3.92,-0.24,,-0.02,-0.51
511451,Dharani Finance Ltd.,DHARFIN,DHARANI FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
511463,Alexander Stamps And Coin Limited,ALEXANDER,Alexander Stamps And Coin Ltd,10,Diversified,Equity,,,,,
511473,Indbank Merchant Banking Services L,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,10,Other Financial Services,Equity,,,,,
511493,VCK Capital Markets Services Ltd.,VCKCAP,VCK CAPITAL MARKET SERVICES LTD.,10,Finance (including NBFCs),Equity,2.39,-1.71,,,-3.91
511501,Bharat Bhushan Share & Commodity Brokers Ltd.,BHARAT,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.,10,Other Financial Services,Equity,31.8,,,,
511505,Capital Trust Ltd.,CAPITALT,CAPITAL TRUST LTD.,10,Finance (including NBFCs),Equity,138,0.94,,-24.2,-5
511507,Ushakiran Finance Ltd.,USHAKIRA,USHAKIRAN FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
511509,Vivo Bio tech Ltd.,VIVOBIOT,VIVO BIO TECH LTD.,10,Biotechnology,Equity,69.6,19,24.4,3.02,8.7
511523,Veerhealth Care Limited,VEERHEALTH,Veerhealth Care Limited,10,Pharmaceuticals,Equity,,,,,
511525,Pan India Corporation Ltd,PANINDIAC,PAN INDIA CORPORATION LTD.,10,IT Software Products,Equity,12.7,-7.3,,-0.05,-0.4
511533,Sahara HousingFina Corporation Ltd.,SAHARAHOUS,SAHARA HOUSINGFINA CORPORATION LTD.,10,Housing Finance ,Equity,,,,,
511535,NDA Securities ltd.,NDASEC,NDA SECURITIES LTD.,10,Other Financial Services,Equity,16,7.03,12.7,,
511539,Supra Trends Limited,SUPRATRE,Supra Trends Limited,10,Other Financial Services,Equity,,,,,
511543,GSB Finance Ltd.,GSBFIN,GSB FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
511549,Morarka Finance Ltd.,MORARKFI,MORARKA FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
511551,Monarch Networth Capital Limited,MONARCH,Monarch Networth Capital Ltd,10,Other Financial Services,Equity,167,40.9,12.4,13.4,117
511557,Pro Fin Capital Services Ltd,PROFINC,PRO FIN CAPITAL SERVICES LTD.,10,Misc.Commercial Services,Equity,37.4,3.4,,-10,3.31
511559,Times Guaranty Ltd.,TIMESGTY,TIMES GUARANTY LTD.,10,Finance (including NBFCs),Equity,,,,,
511571,Som Datt Finance Corporation Ltd.,SODFC,SOM DATT FINANCE CORPORATION LTD.,10,Finance (including NBFCs),Equity,46.5,1.7,259,0.18,0.52
511577,Savani Financials Ltd.,SAVFI,SAVANI FINANCIALS LTD.,10,Finance (including NBFCs),Equity,,,,,
511585,Regency Trust Ltd.,REGTRUS,REGENCY TRUST LTD.,1,Finance (including NBFCs),Equity,,,,,
511589,Avonmore Capital & Management Services Limited,AVONMORE,Avonmore Capital & Management Services Limited,10,Finance (including NBFCs),Equity,77.6,18.9,6.32,12.3,22.9
511593,Libord Finance Limited,LIBORDFIN,Libord Finance Ltd,10,Finance (including NBFCs),Equity,9.21,0.99,12.2,,
511597,Palsoft Infosystems Ltd.,PALSOFT,PALSOFT INFOSYSTEMS LTD.,10,Finance (including NBFCs),Equity,,,,,
511601,Yash Management & Satellite Ltd.,YASHMGM,YASH MANAGEMENT & SATELLITE LTD.,10,Comm.Trading  & Distribution,Equity,11.6,6.85,15.5,0.75,9.73
511605,Arihant Capital Markets Ltd.,ARIHCAPM,ARIHANT CAPITAL MARKETS LTD.,5,Other Financial Services,Equity,267,22.3,12.1,22.1,11.2
511609,ISL Consulting Ltd,ISLCONSUL,ISL CONSULTING LTD.,5,Other Financial Services,Equity,,,,,
511611,DCM Financial Services Ltd.,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,10,Finance (including NBFCs),Equity,4.9,0.84,,-0.16,0.13
511618,JIK Industries Ltd,JIKIND,JIK INDUSTRIES LTD.,10,Houseware,Equity,0.95,,,-0.06,-2.85
511628,IM+ Capitals Limited,IMCAP,IM+ Capitals Limited,10,Finance (including NBFCs),Equity,196,4.62,44,,
511630,Sambhaav Media Ltd.,SAMBHAAV,SAMBHAAV MEDIA LTD.,1,Publishing,Equity,5.9,0.96,60.6,0.1,3.3
511634,Dugar Housing Developments Limited,DUGARHOU,DUGAR HOUSING DEVELOPMENTS LTD.,10,Construction & Engineering,Equity,,,,,
511654,Sugal & Damani Share Brokers Ltd.,SUGALDAM,SUGAL & DAMANI SHARE BROKERS LTD.,10,Finance (including NBFCs),Equity,,,,,
511658,Nettlinx Ltd.,NETTLINX,NETTLINX LTD.,10,IT Software Products,Equity,80.3,4.6,32.8,2.55,6.46
511672,Scan Steels Limited,SCANSTL,Scan Steels Limited,10,Iron & Steel/Interm.Products,Equity,,,,,
511676,GIC Housing Finance Ltd.,GICHSGFIN,GIC HOUSING FINANCE LTD.,10,Housing Finance ,Equity,152,,,,
511688,Mathew Easow Research Securities Lt,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,10,Finance (including NBFCs),Equity,,,,,
511692,Ajcon Global Services Ltd.,AJCON,AJCON GLOBAL SERVICES LTD.,10,Other Financial Services,Equity,46,4.58,16.8,2.75,5.85
511696,Chartered Capital & Investment Ltd.,CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,10,Other Financial Services,Equity,,,,,
511700,Standard Capital Markets Ltd.,STANCAP,STANDARD CAPITAL MARKETS LTD.,10,Finance (including NBFCs),Equity,,,,,
511702,Parsharti Investments Ltd.,PARSHINV,PARSHARTI INVESTMENT LTD.,10,Finance (including NBFCs),Equity,,,,,
511710,Cubical Financial Services Ltd.,CUBIFIN,CUBICAL FINANCIAL SERVICES LTD.,2,Finance (including NBFCs),Equity,,,,,
511712,Relic Technologies Ltd.,RELICTEC,RELIC TECHNOLOGIES LTD.,10,Other Financial Services,Equity,23.6,9.1,14.4,1.64,12.8
511714,Nimbus Projects Limited,NIMBSPROJ,NIMBUS PROJECTS LTD.,10,Realty,Equity,28,,,-17.9,-28.4
511716,Escorts Finance Ltd.,ESCORTSFIN,ESCORTS FINANCE LTD.,10,Finance (including NBFCs),Equity,5.66,,325,0.02,0.22
511724,Baid Leasing And Finance Co.Ltd.,BALFC,BAID LEASING AND FINANCE CO.LTD.,10,Finance (including NBFCs),Equity,,,,,
511726,Vipul Limited,VIPUL,VIPUL LTD.,1,Realty,Equity,23.8,-4.81,,-4.69,-12.3
511728,K.Z.Leasing & Finance Ltd.,KZLFIN,K.Z.LEASING & FINANCE LTD.,10,Finance (including NBFCs),Equity,21.4,,,,
511730,TRC Financial Services Ltd.,TRCFIN,TRC FINANCIAL SERVICES LTD.,10,Finance (including NBFCs),Equity,,,,,
511736,Ushdev International Ltd,USHDI,USHDEV INTERNATIONAL LTD.,1,Comm.Trading  & Distribution,Equity,5.55,,,-0.2,-0.33
511738,Mehta Securities Ltd.,MEHSECU,MEHTA SECURITIES LTD.,10,Other Financial Services,Equity,,,,,
511740,Mehta Housing Finance Ltd.,MEHTAHG,MEHTA HOUSING FINANCE LTD.,10,Housing Finance ,Equity,,,,,
511742,UGRO CAPITAL LIMITED,UGROCAP,Ugro Capital Ltd,10,Finance (including NBFCs),Equity,,,,,
511754,Shalibhadra Finance Ltd.,SAHLIBHFI,SHALIBHADRA FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
511756,Abirami Financial Services (India),ABIRAFN,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,10,Finance (including NBFCs),Equity,,,,,
511758,Mansi Finance (Chennai) Ltd,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,10,Finance (including NBFCs),Equity,,,,,
511760,Seven Hill Industries Limited,SEVENHILL,Seven Hill Industries Limited,1,Finance (including NBFCs),Equity,,,,,
511764,Upasana Finance Ltd.,UPASAFN,UPASANA FINANCE LTD.,10,Finance (including NBFCs),Equity,,,,,
511766,Muthoot Capital Services Ltd.,MUTHTFN,MUTHOOT CAPITAL SERVICES LTD.,10,Finance (including NBFCs),Equity,,,,,
511768,Master Trust Ltd.,MASTERTR,MASTER TRUST LTD.,5,Finance (including NBFCs),Equity,228,18.6,9.9,23.1,-55.9
512004,"Nilkanth Engineering Ltd.,",ZNILKENG,NILKANTH ENGINEERING LTD.,10,Misc.Commercial Services,Equity,,-0.71,,,
512008,"Amani Trading & Exports Ltd.,",AMANITRA,AMANI TRADING & EXPORTS LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
512011,"Tea Time Ltd.,",TEATIME,TEA TIME LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
512014,Sobhagya Merchantile Ltd.,SOBME,SOBHAGYA MERCHANTILE LTD.,10,Misc.Commercial Services,Equity,,,,,
512018,CNI Research Ltd,CNIRESLTD,CNI RESEARCH LTD.,1,Internet Software & Services,Equity,,,,,
512020,"Saraswati Commercial (India) Ltd.,",ZSARACOM,SARASWATI COMMERCIAL (INDIA) LTD.,10,Finance (including NBFCs),Equity,2991,11.7,4.26,704,27.3
512022,"Winro Commercial (India) Ltd.,",WINROC,WINRO COMMERCIAL (INDIA) LTD.,10,Other Financial Services,Equity,244,15.4,0.22,1122,140
512024,N.D.Metal Industries Ltd,NDMETAL,N.D.METAL INDUSTRIES LTD.,10,Copper,Equity,,,,,
512025,Inertia Steel Limited,INERTIAST,INERTIA STEEL LTD.,10,Misc.Commercial Services,Equity,,,,,
512026,PH Trading Ltd.,PHTRADING,PH TRADING LTD.,10,Comm.Trading  & Distribution,Equity,1.7,-0.76,,-12.3,-42.9
512036,"Kapil Cotex  Ltd.,",KAPILCO,KAPIL COTEX LTD.,10,Textiles,Equity,,,,,
512038,"Aaswa Trading & Export Ltd.,",ASWTR,AASWA TRADING & EXPORTS LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
512047,Royal India Corporation Limited,ROYALIND,Royal India Corporation Limited,10,Other Apparels & Accessories,Equity,3.53,0.96,13.6,0.26,1.91
512048,Luharuka Media & Infra Limited,LUHARUKA,Luharuka Media & Infra Ltd,1,Realty,Equity,,,,,
512060,"Ventura Guaranty Ltd.,",SHYAM,VENTURA GUARANTY LTD.,10,Misc.Commercial Services,Equity,,28.3,,,
512062,"Sanmitra Commercial Ltd.,",ZSANMCOM,SANMITRA COMMERCIAL LTD.,10,Misc.Commercial Services,Equity,,,,,
512063,"Ayoki Mercantile Ltd.,",AYOME,AYOKI MERCANTILE LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
512064,VISHVPRABHA VENTURES LIMITED,VISVEN,Vishvprabha Ventures Ltd,10,Misc.Commercial Services,Equity,103,1.72,161,0.65,0.46
512065,"Mrugesh Trading Ltd.,",MRUTR,MRUGESH TRADING LTD.,10,Finance (including NBFCs),Equity,,,,,
512068,Deccan Gold Mines Ltd.,DECNGOLD,DECCAN GOLD MINES LTD.,1,Mining,Equity,32.9,-6.93,,-0.29,-0.89
512070,UPL Limited,UPL,UPL Limited,2,Agrochemicals,Equity,808,13.8,19.1,41.5,8.11
512091,"Anshuni Commercials Ltd.,",ANSHNCO,ANSHUNI COMMERCIALS LTD.,10,Other Apparels & Accessories,Equity,,,,,
512093,Cranes Software International Ltd.,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.,2,IT Software Products,Equity,2.98,-19.5,,,
512099,Punit Commercials Ltd,PUNITCO,PUNIT COMMERCIALS LTD.,10,Other Apparels & Accessories,Equity,,,,,
512101,"Triochem Products Ltd.,",TRIPR,TRIOCHEM PRODUCTS LTD.,10,Pharmaceuticals,Equity,,,,,
512103,Nidhi Granites Limited,NIDHGRN,NIDHI GRANITES LTD.,10,Construction Materials,Equity,62.5,,67,0.93,0.44
512109,Aviva Industries Limited,AVIVA,AVIVA INDUSTRIES LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
512117,"Twin Roses Trades & Agencies Ltd.,",TWIROST,TWIN ROSES TRADES & AGENCIES LTD.,10,Misc.Commercial Services,Equity,,,,,
512131,Signet Industries Limited,SIGNETIND,Signet Industries Limited,10,Plastic Products,Equity,,,,,
512153,M LAKHAMSI INDUSTRIES LIMITED,MLINDLTD,M Lakhamsi Industries Ltd,10,Misc.Commercial Services,Equity,,,,,
512157,Terraform Realstate Limited,TERRAREAL,Terraform Realstate Limited,10,Misc.Commercial Services,Equity,,,,,
512161,SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,Securekloud Technologies Ltd,5,Internet Software & Services,Equity,134,11.6,,-5.2,-3.41
512165,ABans Enterprises Limited,ABANSENT,Abans Enterprises Ltd,10,Comm.Trading  & Distribution,Equity,124,25,6.3,19.7,15.8
512169,Capricorn Systems Global Solutions Ltd.,CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,10,Misc.Commercial Services,Equity,,,,,
512175,Vama Industries Limited,VAMA,VAMA INDUSTRIES LTD.,2,IT Consulting & Software,Equity,14.1,14,96.1,0.15,3.62
512179,Sunteck Realty Ltd,SUNTECK,SUNTECK REALTY LTD.,1,Realty,Equity,564,4.18,148,3.55,1.71
512195,Bentley Commercial Enterprises Ltd.,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,10,Misc.Commercial Services,Equity,,,,,
512197,"Silver oak Commercial Ltd.,",SILVERO,SILVER OAK COMMERCIAL LTD.,10,Finance (including NBFCs),Equity,,,,,
512213,"Classic Electricals Ltd.,",CLASELE,CLASSIC ELECTRICALS LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
512215,STEPHANOTIS FINANCE LIMITED,STEPHANOTIS,Stephanotis Finance Ltd,10,Other Financial Services,Equity,,,,,
512217,Prism Medico and Pharmacy Ltd.,PRISMMEDI,PRISM MEDICO AND PHARMACY LTD.,10,Finance (including NBFCs),Equity,13.9,1.65,,-0.91,-5.33
512221,SPV GLOBAL TRADING LIMITED,SPVGLOBAL,SPV Global Trading Ltd,10,Finance (including NBFCs),Equity,13.4,27.8,0.02,,282
512229,Veritas (India) Limited,VERITAS,VERITAS (INDIA) LTD.,1,Comm.Trading  & Distribution,Equity,134,5.71,2.85,47,26.5
512233,Jaybharat Textiles And Real Estate Limited,JAYTEX,JAYBHARAT TEXTILES & REAL ESTATE LTD.,2,Textiles,Equity,18,-26.2,,-0.49,-1.61
512237,Jai Corp Limited,JAICORPLTD,JAI CORP LTD.,1,Plastic Products,Equity,142,3.85,22.9,6.19,6.34
512245,"Nivi Trading Ltd.,",ZNIVITRD,NIVI TRADING LTD.,10,Misc.Commercial Services,Equity,,,,,
512247,"Ashirwad Capital Ltd.,",ASHCAP,ASHIRWAD CAPITAL LTD.,1,Other Financial Services,Equity,,,,,
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,1,Diversified,Equity,,,,,
512261,Bajaj Global Ltd,BAJGLOB,BAJAJ GLOBAL LTD.,10,Comm.Trading  & Distribution,Equity,,,,,
512267,Media Matrix Worldwide Ltd.,MMWL,MEDIA MATRIX WORLDWIDE LTD.,1,Movies & Entertainment,Equity,14.9,21.5,,-0.01,0.41
512271,Tashi India Ltd.,TASHIND,TASHI INDIA LTD.,10,Misc.Commercial Services,Equity,111,6.28,14.7,7.54,6.18
512277,Autoriders International Ltd,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,10,Transportation - Logistics,Equity,,,,,
512279,N2N Technologies Limited,NNTL,N2N Technologies Limited,10,Misc.Commercial Services,Equity,13.5,-1.9,,-24.7,-2.87
512291,"Speedage Commercials Ltd.,",ZSPEEDCO,SPEEDAGE COMMERCIALS LTD.,10,Other Financial Services,Equity,,,,,
512296,Bhagyanagar India Limited,BHAGYNAGAR,BHAGYANAGAR INDIA LTD.,2,Copper,Equity,50.9,5.76,22.7,,
512297,Shantai Industries Limited,SHANTAI,Shantai Industries Ltd,10,Industrial Machinery,Equity,,,,,
